record_id,year,month,quarter,country,area_type,ev_brand,ev_model,ev_type,vehicle_segment,buyer_type,price_usd,government_incentive_type,incentive_amount_usd,effective_price_usd,range_km,battery_capacity_kwh,primary_charging_type,charging_time_hours,charging_station_access,annual_mileage_km,electricity_cost_per_km_usd,co2_savings_kg_per_year,resale_value_pct_3yr,adas_level,adoption_reason,previous_vehicle_type,top_concern_before_buying,customer_gender,customer_age_group,customer_satisfaction,would_recommend
EV0000086,2021,9,Q3,Australia,Urban,Polestar,Polestar 3,Plug-in Hybrid (PHEV),SUV,Individual,58507,None,0,58507,69,19.2,Workplace Charging,5.0,Good,15599,0.099,891,59.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Male,35-44,Very Satisfied,Yes
EV0000087,2021,5,Q2,Pakistan,Rural,Polestar,Polestar 2,Battery Electric Vehicle (BEV),Sedan,Government,49136,Multiple Incentives,18899,30237,506,52.8,Home Charging,7.5,Very Poor,12360,0.023,4217,78.7,Level 2,Environmental Concern,Hybrid,Charging Time,Female,18-24,Satisfied,Yes
EV0000088,2023,2,Q1,India,Urban,Kia,EV6,Plug-in Hybrid (PHEV),SUV,Individual,42976,Tax Credit,2287,40689,45,11.5,Home Charging,6.1,Poor,9330,0.052,1864,47.8,Level 2,Environmental Concern,Petrol/Gasoline ICE,Battery Life,Female,35-44,Satisfied,Yes
EV0000089,2021,2,Q1,Norway,Urban,Rivian,R1T,Plug-in Hybrid (PHEV),Sports Car,Fleet/Corporate,99224,Tax Credit,6168,93056,58,9.7,DC Fast Charging,1.1,Good,15888,0.031,1003,65.5,Level 2+,Government Incentive,Diesel ICE,Charging Time,Female,35-44,Very Satisfied,Yes
EV0000090,2020,7,Q3,Italy,Suburban,Tesla,Model 3,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,47336,None,0,47336,727,100.8,Home Charging,8.4,Poor,14554,0.065,2096,56.9,Level 1,Environmental Concern,Diesel ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0000091,2023,4,Q2,France,Urban,NIO,ET7,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,55409,Reduced Registration Fee,2355,53054,419,111.9,Public AC Charging,4.9,Good,14541,0.037,1730,45.9,Level 1,Technology Appeal,Diesel ICE,Charging Infrastructure,Male,55-64,Dissatisfied,Yes
EV0000092,2024,10,Q4,Japan,Urban,MG Motor,MG 4,Hybrid Electric (HEV),Van/MPV,Individual,24782,Tax Credit,5884,18898,20,2.7,Home Charging,6.4,Poor,32598,0.068,494,70.0,Level 1,Technology Appeal,Petrol/Gasoline ICE,Battery Life,Male,25-34,Neutral,Maybe
EV0000093,2024,2,Q1,Spain,Urban,Volkswagen,ID.Buzz,Plug-in Hybrid (PHEV),Pickup Truck,Individual,40802,Direct Subsidy,10829,29973,45,24.8,Workplace Charging,5.4,Poor,20951,0.03,1743,57.2,Level 2+,Government Incentive,Petrol/Gasoline ICE,Resale Value,Prefer not to say,35-44,Satisfied,Yes
EV0000094,2022,3,Q1,Germany,Urban,Chevrolet,Bolt EV,Plug-in Hybrid (PHEV),Sedan,Individual,35011,Direct Subsidy,9754,25257,40,18.1,Public AC Charging,5.0,Excellent,28452,0.078,1769,45.1,Level 2+,Technology Appeal,Petrol/Gasoline ICE,Charging Infrastructure,Female,55-64,Satisfied,Yes
EV0000095,2024,8,Q3,Australia,Rural,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Sedan,Rideshare/Taxi,32542,None,0,32542,468,103.8,Workplace Charging,5.9,Good,24360,0.097,3799,70.4,Level 3,Lower Running Cost,Another EV,Battery Life,Female,45-54,Neutral,Yes
EV0000096,2023,7,Q3,India,Rural,MG Motor,MG 5,Hybrid Electric (HEV),SUV,Individual,27786,Multiple Incentives,9691,18095,55,2.3,Home Charging,11.8,Excellent,7274,0.111,643,57.3,Level 2,Lower Running Cost,Diesel ICE,Range Anxiety,Male,25-34,Neutral,Yes
EV0000097,2024,6,Q2,China,Urban,Volkswagen,ID.3,Hybrid Electric (HEV),SUV,Individual,37911,Direct Subsidy,12197,25714,49,5.0,Public AC Charging,3.4,Average,13849,0.047,771,48.1,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Charging Time,Male,45-54,Neutral,Maybe
EV0000098,2023,2,Q1,Germany,Urban,MG Motor,MG 4,Battery Electric Vehicle (BEV),Luxury,Fleet/Corporate,35300,None,0,35300,266,99.0,Public AC Charging,5.7,Good,21836,0.118,3594,62.1,Level 1,Brand Image,Petrol/Gasoline ICE,High Price,Female,18-24,Dissatisfied,Yes
EV0000099,2020,10,Q4,Italy,Suburban,Volvo,C40 Recharge,Battery Electric Vehicle (BEV),SUV,Government,62302,Reduced Registration Fee,1896,60406,504,46.3,Supercharger Network,0.7,Good,37568,0.052,3928,56.5,Level 2+,Environmental Concern,Petrol/Gasoline ICE,None/No Concern,Female,35-44,Satisfied,Yes
EV0000100,2022,5,Q2,India,Urban,BYD,Dolphin,Battery Electric Vehicle (BEV),SUV,Individual,32781,None,0,32781,381,86.3,Home Charging,10.5,Good,28183,0.119,4454,69.9,Level 2+,Technology Appeal,Petrol/Gasoline ICE,Resale Value,Male,35-44,Very Satisfied,Yes
EV0000101,2020,10,Q4,Canada,Urban,Mercedes-Benz,EQA,Battery Electric Vehicle (BEV),SUV,Individual,95646,Multiple Incentives,19047,76599,464,114.2,Public AC Charging,2.9,Average,22290,0.059,2505,62.6,Level 1,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,25-34,Very Satisfied,Yes
EV0000102,2022,9,Q3,Netherlands,Urban,Tesla,Model X,Battery Electric Vehicle (BEV),Pickup Truck,Rental Company,51528,Reduced Registration Fee,1400,50128,638,41.9,Home Charging,10.1,Very Poor,22483,0.115,3336,63.0,Level 2,Corporate Policy,Hybrid,Range Anxiety,Male,25-34,Satisfied,Yes
EV0000103,2022,3,Q1,China,Urban,Volkswagen,ID.4,Hybrid Electric (HEV),Sedan,Rideshare/Taxi,35827,None,0,35827,51,6.6,Public AC Charging,3.6,Poor,9457,0.103,210,69.0,Level 3,Government Incentive,Petrol/Gasoline ICE,Battery Life,Female,25-34,Satisfied,Yes
EV0000104,2023,1,Q1,Norway,Rural,BYD,Tang,Hybrid Electric (HEV),Hatchback,Individual,22653,Free Charging,773,21880,41,2.9,DC Fast Charging,0.7,Good,14754,0.091,510,63.8,Level 2,Performance,First Vehicle,Battery Life,Prefer not to say,25-34,Neutral,No
EV0000105,2024,1,Q1,USA,Rural,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,38782,Reduced Registration Fee,1466,37316,259,48.9,Public AC Charging,2.7,Poor,27218,0.073,2179,65.1,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Female,25-34,Neutral,Yes
EV0000106,2021,3,Q1,India,Urban,Audi,e-tron GT,Battery Electric Vehicle (BEV),Pickup Truck,Individual,78014,Direct Subsidy,6879,71135,294,107.5,Home Charging,8.3,Average,4224,0.055,4470,46.7,Level 1,Environmental Concern,Petrol/Gasoline ICE,Resale Value,Female,25-34,Neutral,Yes
EV0000107,2023,5,Q2,India,Suburban,BYD,Tang,Battery Electric Vehicle (BEV),Sedan,Rental Company,24532,Direct Subsidy,11097,13435,474,109.3,Public AC Charging,3.6,Poor,23251,0.05,3554,49.7,Level 3,Government Incentive,Petrol/Gasoline ICE,Battery Life,Female,55-64,Satisfied,Yes
EV0000108,2021,6,Q2,Japan,Suburban,BMW,i7,Plug-in Hybrid (PHEV),Sedan,Individual,61375,None,0,61375,102,10.0,DC Fast Charging,0.9,Good,21279,0.065,884,74.7,Level 2,Technology Appeal,Petrol/Gasoline ICE,Battery Life,Prefer not to say,55-64,Satisfied,Yes
EV0000109,2020,10,Q4,China,Urban,Hyundai,Kona Electric,Battery Electric Vehicle (BEV),Luxury,Rideshare/Taxi,65862,Tax Credit,5430,60432,514,76.8,Public AC Charging,3.9,Average,23895,0.109,2103,77.1,Level 3,Government Incentive,Petrol/Gasoline ICE,Resale Value,Female,25-34,Very Dissatisfied,Yes
EV0000110,2023,9,Q3,Norway,Suburban,Rivian,R1T,Plug-in Hybrid (PHEV),Sports Car,Individual,88949,Free Charging,2278,86671,70,11.2,DC Fast Charging,1.4,Good,19209,0.067,799,52.3,Level 3,Technology Appeal,Hybrid,Charging Infrastructure,Female,18-24,Satisfied,Yes
EV0000111,2022,7,Q3,Pakistan,Rural,Kia,Niro EV,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,35440,Multiple Incentives,12981,22459,605,41.6,DC Fast Charging,0.9,Good,16131,0.074,3617,70.2,Level 2,Environmental Concern,Diesel ICE,Resale Value,Female,35-44,Satisfied,Yes
EV0000112,2022,10,Q4,Austria,Urban,BYD,Han,Battery Electric Vehicle (BEV),Van/MPV,Individual,29652,Tax Credit,4488,25164,438,50.8,Supercharger Network,1.0,Good,11588,0.057,1843,72.6,Level 3,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Very Satisfied,Maybe
EV0000113,2024,5,Q2,China,Urban,Tata Motors,Tigor EV,Plug-in Hybrid (PHEV),Hatchback,Government,13583,Tax Credit,2117,11466,66,17.9,Supercharger Network,0.8,Good,17936,0.108,1907,51.0,Level 1,Government Incentive,Petrol/Gasoline ICE,Resale Value,Male,35-44,Very Satisfied,Maybe
EV0000114,2023,12,Q4,India,Rural,Tesla,Model Y,Hybrid Electric (HEV),Pickup Truck,Individual,55641,Tax Credit,6666,48975,22,2.0,Home Charging,7.3,Average,19017,0.111,583,72.0,Level 0,Government Incentive,Diesel ICE,High Price,Female,25-34,Neutral,Yes
EV0000115,2024,6,Q2,Italy,Urban,Volvo,XC40 Recharge,Plug-in Hybrid (PHEV),SUV,Government,58660,None,0,58660,59,14.0,Home Charging,6.4,Excellent,12195,0.03,969,59.2,Level 2+,Government Incentive,Hybrid,Charging Infrastructure,Male,45-54,Very Satisfied,Yes
EV0000116,2022,1,Q1,Germany,Urban,Hyundai,IONIQ 5,Battery Electric Vehicle (BEV),Sedan,Fleet/Corporate,42542,Reduced Registration Fee,2106,40436,464,100.3,Home Charging,12.0,Average,20402,0.115,2596,68.8,Level 2,Government Incentive,First Vehicle,None/No Concern,Male,25-34,Very Satisfied,Yes
EV0000117,2022,1,Q1,UAE,Suburban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Sedan,Individual,33804,Tax Credit,3027,30777,338,77.7,Workplace Charging,7.4,Excellent,24725,0.036,3886,54.0,Level 2,Lower Running Cost,Diesel ICE,Charging Infrastructure,Female,25-34,Dissatisfied,Yes
EV0000118,2020,12,Q4,Sweden,Suburban,MG Motor,MG 4,Battery Electric Vehicle (BEV),Sedan,Individual,25888,None,0,25888,322,118.0,Public AC Charging,5.1,Good,28641,0.025,2247,75.8,Level 2+,Lower Running Cost,Diesel ICE,Charging Infrastructure,Male,35-44,Neutral,No
EV0000119,2022,1,Q1,Netherlands,Urban,Hyundai,IONIQ 5,Plug-in Hybrid (PHEV),Sedan,Rental Company,37316,Free Charging,912,36404,112,12.4,Public AC Charging,4.8,Excellent,25120,0.096,1631,59.5,Level 2,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Female,18-24,Satisfied,Yes
EV0000120,2024,10,Q4,Germany,Urban,Nissan,Ariya,Hybrid Electric (HEV),SUV,Individual,34860,None,0,34860,53,3.7,Supercharger Network,0.6,Excellent,14325,0.081,583,78.8,Level 0,Technology Appeal,Diesel ICE,Charging Infrastructure,Male,25-34,Dissatisfied,Yes
EV0000121,2022,3,Q1,USA,Urban,Rivian,R1T,Plug-in Hybrid (PHEV),SUV,Individual,82931,Direct Subsidy,6917,76014,46,24.0,Home Charging,6.5,Poor,11179,0.113,629,49.2,Level 2,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,18-24,Very Satisfied,Yes
EV0000122,2020,10,Q4,China,Suburban,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Pickup Truck,Individual,49691,Tax Credit,2235,47456,283,76.1,DC Fast Charging,0.6,Average,23542,0.114,4276,56.7,Level 2+,Environmental Concern,Diesel ICE,Resale Value,Female,25-34,Very Satisfied,Yes
EV0000123,2023,1,Q1,Australia,Suburban,Stellantis,Opel Mokka-e,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,33302,None,0,33302,523,114.7,DC Fast Charging,0.5,Poor,16566,0.084,2044,68.5,Level 3,Environmental Concern,Petrol/Gasoline ICE,None/No Concern,Male,25-34,Dissatisfied,Yes
EV0000124,2020,12,Q4,China,Rural,Volkswagen,ID.3,Plug-in Hybrid (PHEV),Pickup Truck,Government,44636,Tax Credit,7409,37227,96,20.8,Public AC Charging,2.0,Excellent,32872,0.107,1212,56.7,Level 2,Environmental Concern,First Vehicle,Range Anxiety,Male,25-34,Satisfied,Yes
EV0000125,2022,4,Q2,Netherlands,Suburban,Hyundai,Kona Electric,Plug-in Hybrid (PHEV),Van/MPV,Individual,39738,Reduced Registration Fee,2347,37391,46,16.6,DC Fast Charging,1.3,Good,27241,0.048,979,71.2,Level 3,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0000126,2024,9,Q3,Germany,Urban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),SUV,Individual,38467,Direct Subsidy,5733,32734,562,57.3,Home Charging,9.5,Excellent,11587,0.111,2555,55.8,Level 2,Performance,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Dissatisfied,Yes
EV0000127,2020,1,Q1,Sweden,Urban,Hyundai,IONIQ 6,Battery Electric Vehicle (BEV),Hatchback,Individual,33684,Reduced Registration Fee,2899,30785,521,74.4,Workplace Charging,7.2,Average,16784,0.118,2490,62.2,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Satisfied,Yes
EV0000128,2022,12,Q4,Germany,Suburban,BYD,Dolphin,Battery Electric Vehicle (BEV),Sedan,Individual,27953,Direct Subsidy,8777,19176,445,109.1,Home Charging,11.5,Very Poor,11690,0.021,4353,75.4,Level 3,Government Incentive,Hybrid,Battery Life,Male,55-64,Very Dissatisfied,Maybe
EV0000129,2020,6,Q2,Spain,Rural,Volkswagen,ID.Buzz,Battery Electric Vehicle (BEV),Pickup Truck,Individual,46016,None,0,46016,439,100.8,Workplace Charging,7.3,Good,29153,0.076,1708,77.5,Level 2,Environmental Concern,Hybrid,Charging Infrastructure,Male,25-34,Dissatisfied,Yes
EV0000130,2023,11,Q4,UK,Urban,Volkswagen,ID.3,Plug-in Hybrid (PHEV),Pickup Truck,Fleet/Corporate,42614,Multiple Incentives,17140,25474,80,8.6,Home Charging,10.1,Poor,23460,0.077,1357,53.5,Level 0,Lower Running Cost,Petrol/Gasoline ICE,None/No Concern,Male,35-44,Very Satisfied,Maybe
EV0000131,2020,2,Q1,USA,Suburban,Polestar,Polestar 3,Hybrid Electric (HEV),Pickup Truck,Fleet/Corporate,65431,None,0,65431,28,7.3,Workplace Charging,4.5,Average,20533,0.07,780,60.5,Level 2,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Female,45-54,Very Satisfied,Maybe
EV0000132,2022,3,Q1,Norway,Suburban,Kia,Niro EV,Plug-in Hybrid (PHEV),Sedan,Individual,37385,Direct Subsidy,4983,32402,77,12.6,Workplace Charging,5.1,Average,18601,0.073,1345,46.5,Level 3,Technology Appeal,Petrol/Gasoline ICE,None/No Concern,Female,45-54,Very Dissatisfied,Yes
EV0000133,2020,9,Q3,Australia,Urban,Mercedes-Benz,EQE,Hybrid Electric (HEV),SUV,Rental Company,85689,Tax Credit,2261,83428,51,7.4,Public AC Charging,2.1,Average,17371,0.026,759,57.6,Level 2,Technology Appeal,First Vehicle,Charging Infrastructure,Female,45-54,Neutral,Maybe
EV0000134,2020,4,Q2,China,Rural,MG Motor,MG 4,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,28656,None,0,28656,366,66.9,Home Charging,11.6,Poor,29141,0.087,3592,47.0,Level 2,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,35-44,Satisfied,Yes
EV0000135,2024,11,Q4,China,Suburban,BYD,Tang,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,28834,None,0,28834,279,43.0,Public AC Charging,4.4,Average,9844,0.088,2287,66.0,Level 3,Lower Running Cost,Hybrid,Battery Life,Male,35-44,Neutral,Yes
EV0000136,2024,4,Q2,USA,Rural,Renault,Zoe,Battery Electric Vehicle (BEV),Hatchback,Individual,22284,None,0,22284,278,81.3,Home Charging,6.7,Good,19957,0.02,1935,65.6,Level 1,Environmental Concern,First Vehicle,Charging Infrastructure,Male,18-24,Dissatisfied,No
EV0000137,2023,4,Q2,UK,Urban,Tesla,Model 3,Plug-in Hybrid (PHEV),Sedan,Individual,44085,Tax Credit,3840,40245,84,20.8,DC Fast Charging,1.2,Average,22705,0.105,1321,62.3,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Female,35-44,Satisfied,Yes
EV0000138,2024,10,Q4,France,Suburban,BYD,Tang,Plug-in Hybrid (PHEV),Sedan,Rideshare/Taxi,25165,Tax Credit,5188,19977,68,12.6,DC Fast Charging,0.4,Poor,43860,0.097,1822,61.5,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Male,35-44,Very Satisfied,Yes
EV0000139,2022,9,Q3,Canada,Rural,Tesla,Model S,Battery Electric Vehicle (BEV),SUV,Individual,51484,Reduced Registration Fee,1974,49510,788,91.7,Supercharger Network,0.3,Average,18743,0.084,4042,46.3,Level 2,Environmental Concern,Petrol/Gasoline ICE,Range Anxiety,Female,45-54,Very Satisfied,Yes
EV0000140,2020,12,Q4,China,Suburban,Kia,EV9,Battery Electric Vehicle (BEV),Hatchback,Rental Company,30941,Reduced Registration Fee,1009,29932,260,53.7,Home Charging,7.3,Good,50283,0.087,1552,79.4,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Resale Value,Female,35-44,Very Satisfied,Yes
EV0000141,2024,3,Q1,UK,Suburban,Nissan,Leaf,Battery Electric Vehicle (BEV),Sedan,Individual,29000,Tax Credit,4950,24050,339,111.4,DC Fast Charging,0.5,Good,11806,0.094,3587,69.9,Level 2,Lower Running Cost,Hybrid,High Price,Female,45-54,Satisfied,Yes
EV0000142,2023,10,Q4,Netherlands,Rural,Rivian,R1T,Battery Electric Vehicle (BEV),Hatchback,Individual,58632,Reduced Registration Fee,2077,56555,331,87.5,DC Fast Charging,1.4,Very Poor,14334,0.063,3747,61.3,Level 1,Government Incentive,Petrol/Gasoline ICE,Battery Life,Female,35-44,Dissatisfied,No
EV0000143,2023,6,Q2,Japan,Suburban,BYD,Seal,Battery Electric Vehicle (BEV),SUV,Fleet/Corporate,29345,Multiple Incentives,10019,19326,301,79.9,Supercharger Network,0.4,Average,15856,0.087,2080,59.1,Level 2,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Neutral,Maybe
EV0000144,2024,12,Q4,China,Rural,NIO,ET5,Plug-in Hybrid (PHEV),Sedan,Individual,46639,Reduced Registration Fee,2711,43928,94,18.1,DC Fast Charging,1.4,Poor,7292,0.092,1629,73.5,Level 2,Environmental Concern,Petrol/Gasoline ICE,Charging Infrastructure,Female,45-54,Very Satisfied,Yes
EV0000145,2023,2,Q1,Pakistan,Urban,Nissan,Leaf,Battery Electric Vehicle (BEV),SUV,Individual,32584,Tax Credit,3013,29571,399,40.2,Home Charging,7.9,Excellent,7791,0.079,1514,49.8,Level 2,Government Incentive,Diesel ICE,Battery Life,Male,25-34,Very Satisfied,Yes
EV0000146,2023,11,Q4,Pakistan,Suburban,Tesla,Model 3,Plug-in Hybrid (PHEV),Pickup Truck,Individual,49326,Tax Credit,4882,44444,113,10.0,Supercharger Network,0.6,Good,14101,0.102,644,79.1,Level 2,Government Incentive,Another EV,Charging Infrastructure,Male,45-54,Very Satisfied,Yes
EV0000147,2022,6,Q2,China,Suburban,Chevrolet,Bolt EUV,Battery Electric Vehicle (BEV),Sedan,Government,31303,Direct Subsidy,13948,17355,359,103.6,Home Charging,7.7,Poor,35452,0.081,2187,56.7,Level 3,Technology Appeal,Hybrid,High Price,Prefer not to say,35-44,Very Satisfied,Yes
EV0000148,2024,12,Q4,France,Rural,BYD,Han,Battery Electric Vehicle (BEV),Sedan,Individual,24756,Tax Credit,4129,20627,517,58.3,Home Charging,6.1,Good,18599,0.073,2016,57.1,Level 3,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Very Satisfied,Maybe
EV0000149,2022,5,Q2,USA,Urban,Stellantis,Fiat 500e,Battery Electric Vehicle (BEV),Hatchback,Individual,21957,Tax Credit,4954,17003,504,43.0,Public AC Charging,5.6,Average,19433,0.093,2560,65.5,Level 0,Brand Image,Petrol/Gasoline ICE,Charging Time,Female,18-24,Neutral,Yes
EV0000150,2020,11,Q4,Canada,Urban,BYD,Atto 3,Plug-in Hybrid (PHEV),Pickup Truck,Individual,34961,None,0,34961,99,11.9,Workplace Charging,5.7,Average,25825,0.057,793,55.8,Level 3,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Male,45-54,Very Satisfied,Yes
EV0000151,2024,4,Q2,Norway,Rural,Volkswagen,ID.3,Hybrid Electric (HEV),Van/MPV,Individual,35580,Multiple Incentives,14751,20829,53,7.6,Home Charging,7.9,Good,23543,0.086,331,74.7,Level 2,Technology Appeal,Petrol/Gasoline ICE,Range Anxiety,Male,25-34,Satisfied,Yes
EV0000152,2022,9,Q3,Netherlands,Urban,Kia,EV9,Battery Electric Vehicle (BEV),Hatchback,Individual,33122,None,0,33122,436,67.4,DC Fast Charging,1.3,Average,14112,0.082,4095,73.8,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Female,25-34,Satisfied,Yes
EV0000153,2024,10,Q4,UK,Urban,Rivian,R1S,Plug-in Hybrid (PHEV),Sedan,Individual,64853,None,0,64853,84,9.5,DC Fast Charging,1.3,Good,26573,0.107,1223,54.7,Level 2+,Lower Running Cost,Petrol/Gasoline ICE,Range Anxiety,Female,35-44,Very Satisfied,Maybe
EV0000154,2023,8,Q3,Japan,Suburban,BMW,i4,Plug-in Hybrid (PHEV),SUV,Individual,72799,Direct Subsidy,8379,64420,116,10.0,DC Fast Charging,0.5,Very Poor,33736,0.079,747,66.9,Level 2,Lower Running Cost,Petrol/Gasoline ICE,High Price,Male,45-54,Very Satisfied,Yes
EV0000155,2024,5,Q2,UK,Urban,Tesla,Cybertruck,Plug-in Hybrid (PHEV),Sedan,Rental Company,43952,Multiple Incentives,7541,36411,100,16.7,Public AC Charging,4.4,Poor,21869,0.026,1325,51.3,Level 2,Government Incentive,Hybrid,Charging Infrastructure,Male,35-44,Very Satisfied,Yes
EV0000156,2023,1,Q1,Pakistan,Suburban,BYD,Seal,Hybrid Electric (HEV),SUV,Individual,30312,Tax Credit,6176,24136,29,3.8,Public AC Charging,2.2,Average,15718,0.039,334,63.3,Level 2+,Government Incentive,Petrol/Gasoline ICE,Charging Infrastructure,Female,35-44,Satisfied,Maybe
EV0000157,2024,12,Q4,Pakistan,Suburban,Volvo,EX90,Battery Electric Vehicle (BEV),Sedan,Individual,48057,Tax Credit,7230,40827,258,44.2,Home Charging,10.0,Good,10301,0.054,3946,71.7,Level 3,Technology Appeal,Diesel ICE,High Price,Female,18-24,Satisfied,No
EV0000158,2022,5,Q2,USA,Suburban,Volkswagen,ID.4,Battery Electric Vehicle (BEV),Van/MPV,Rideshare/Taxi,37882,Multiple Incentives,12537,25345,472,83.2,Public AC Charging,5.1,Good,6268,0.036,2270,50.7,Level 2,Environmental Concern,Hybrid,Charging Time,Prefer not to say,55-64,Neutral,Yes
EV0000159,2024,4,Q2,India,Urban,BMW,i3,Plug-in Hybrid (PHEV),SUV,Individual,63600,Free Charging,2970,60630,90,12.2,Home Charging,7.5,Average,9606,0.081,1428,61.8,Level 1,Environmental Concern,Petrol/Gasoline ICE,High Price,Male,18-24,Very Satisfied,No
EV0000160,2024,6,Q2,India,Suburban,Rivian,R1S,Battery Electric Vehicle (BEV),Sports Car,Individual,83039,None,0,83039,251,96.6,Home Charging,6.5,Good,27802,0.079,3837,55.2,Level 2,Environmental Concern,Another EV,None/No Concern,Male,25-34,Very Satisfied,Yes
EV0000161,2024,11,Q4,France,Rural,BYD,Atto 3,Hybrid Electric (HEV),SUV,Fleet/Corporate,31876,None,0,31876,32,5.9,Home Charging,7.8,Poor,15359,0.115,517,67.1,Level 2+,Lower Running Cost,Diesel ICE,High Price,Male,25-34,Dissatisfied,Maybe
EV0000162,2024,2,Q1,France,Urban,Volkswagen,ID.3,Battery Electric Vehicle (BEV),Sports Car,Government,44616,Free Charging,2852,41764,579,89.7,Home Charging,7.0,Average,15643,0.104,2498,71.7,Level 0,Lower Running Cost,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Dissatisfied,Maybe
EV0000163,2023,7,Q3,Austria,Suburban,MG Motor,MG ZS EV,Battery Electric Vehicle (BEV),Hatchback,Individual,19872,Direct Subsidy,11602,8270,342,81.4,DC Fast Charging,0.4,Average,7121,0.085,3669,55.7,Level 2+,Performance,Petrol/Gasoline ICE,Range Anxiety,Male,35-44,Satisfied,Yes
EV0000164,2022,1,Q1,China,Urban,Tata Motors,Tiago EV,Battery Electric Vehicle (BEV),Van/MPV,Fleet/Corporate,17252,Reduced Registration Fee,710,16542,287,46.9,Home Charging,9.2,Excellent,13263,0.114,3760,62.8,Level 0,Performance,Hybrid,Battery Life,Male,65+,Satisfied,Maybe
EV0000165,2022,5,Q2,Norway,Rural,Hyundai,Kona Electric,Hybrid Electric (HEV),Hatchback,Individual,30516,None,0,30516,51,3.8,Workplace Charging,7.1,Poor,19071,0.088,431,47.4,Level 1,Technology Appeal,Petrol/Gasoline ICE,Charging Infrastructure,Male,25-34,Very Satisfied,Maybe
EV0000166,2021,8,Q3,USA,Urban,Hyundai,IONIQ 6,Hybrid Electric (HEV),Luxury,Rental Company,68772,None,0,68772,24,5.5,DC Fast Charging,0.9,Good,17578,0.038,708,63.1,Level 2,Environmental Concern,Diesel ICE,High Price,Prefer not to say,25-34,Satisfied,No
